superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000434>	anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/DMBA_16400>	OK			
anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000434>	periventricular nucleus of the hypothalamus, anterior part	<http://purl.obolibrary.org/obo/HBA_12906>	nok	periventricular nucleus of the hypothalamus (http://purl.obolibrary.org/obo/UBERON_0014667)	Add Term	
anterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000434>	periventricular hypothalamic nucleus, anterior part	http://purl.obolibrary.org/obo/MBA_30	nok	periventricular nucleus of the hypothalamus (http://purl.obolibrary.org/obo/UBERON_0014667)	Add Term	Fixed, to add
anterior parolfactory sulcus	<http://purl.obolibrary.org/obo/UBERON_0002919>	rostral parolfactory sulcus	<http://purl.obolibrary.org/obo/DHBA_146034824>	OK			
anterior perforated substance	<http://purl.obolibrary.org/obo/UBERON_0018141>	anterior perforated substance	<http://purl.obolibrary.org/obo/DHBA_10642>	OK			
anterior pretectal nucleus	<http://purl.obolibrary.org/obo/UBERON_0034918>	anterior (ventral /principal) pretectal nucleus	<http://purl.obolibrary.org/obo/DHBA_12187>	OK			
anterior segment of paracentral lobule	<http://purl.obolibrary.org/obo/UBERON_0035932>	paracentral lobule, anterior part	<http://purl.obolibrary.org/obo/HBA_4071>	OK			
anterior spinocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0002987>	ventral spinocerebellar tract	<http://purl.obolibrary.org/obo/DHBA_12801>	OK			
anterior spinocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0002987>	ventral spinocerebellar tract	<http://purl.obolibrary.org/obo/DMBA_17805>	OK			
anterior spinocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0002987>	ventral spinocerebellar tract	<http://purl.obolibrary.org/obo/MBA_866>	OK			
anterior subcentral sulcus	<http://purl.obolibrary.org/obo/UBERON_0002672>	anterior subcentral sulcus	<http://purl.obolibrary.org/obo/DHBA_146034788>	OK			
anterior tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0010036>	anterior tegmental nucleus	<http://purl.obolibrary.org/obo/DMBA_17008>	OK			
anterior tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0010036>	anterior tegmental nucleus	<http://purl.obolibrary.org/obo/MBA_231>	OK			
anterior thalamic peduncle	<http://purl.obolibrary.org/obo/UBERON_0022237>	rostral thalamic peduncle	<http://purl.obolibrary.org/obo/DHBA_266441633>	OK			
anterior thalamic peduncle	<http://purl.obolibrary.org/obo/UBERON_0022237>	rostral thalamic peduncle	<http://purl.obolibrary.org/obo/HBA_265505274>	OK			
anterior thalamic radiation	<http://purl.obolibrary.org/obo/UBERON_0034746>	anterior thalamic radiation	<http://purl.obolibrary.org/obo/DHBA_12043>	OK			
anterior transverse temporal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002773>	Heschl's gyrus	<http://purl.obolibrary.org/obo/HBA_4165>	OK			
anterodorsal nucleus of medial geniculate body	<http://purl.obolibrary.org/obo/UBERON_0014521>	anterodorsal nucleus of medial geniculate complex, left	<http://purl.obolibrary.org/obo/HBA_4446>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/DHBA_10393>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus	<http://purl.obolibrary.org/obo/DMBA_16420>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus of the thalamus, left	<http://purl.obolibrary.org/obo/HBA_4398>	OK			
anterodorsal nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002679>	anterodorsal nucleus	<http://purl.obolibrary.org/obo/MBA_64>	OK			
anterolateral visual area	<http://purl.obolibrary.org/obo/UBERON_0035894>	anterolateral visual area	<http://purl.obolibrary.org/obo/MBA_402>	OK			
anterolateral visual area, layer 5	<http://purl.obolibrary.org/obo/UBERON_0035908>	anterolateral visual area, layer 5	<http://purl.obolibrary.org/obo/MBA_233>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/DHBA_10394>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus	<http://purl.obolibrary.org/obo/DMBA_16422>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus of the thalamus, left	<http://purl.obolibrary.org/obo/HBA_4396>	OK			
anteromedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002681>	anteromedial nucleus	<http://purl.obolibrary.org/obo/MBA_127>	OK			
anteromedial visual area	<http://purl.obolibrary.org/obo/UBERON_0035893>	anteromedial visual area	<http://purl.obolibrary.org/obo/MBA_394>	OK			
anteromedial visual area, layer 5	<http://purl.obolibrary.org/obo/UBERON_0035913>	anteromedial visual area, layer 5	<http://purl.obolibrary.org/obo/MBA_433>	OK			
anteroventral cochlear nucleus	<http://purl.obolibrary.org/obo/UBERON_0002830>	ventral cochlear nucleus, rostral part	<http://purl.obolibrary.org/obo/DHBA_12440>	OK			
anteroventral cochlear nucleus	<http://purl.obolibrary.org/obo/UBERON_0002830>	anteroventral cochlear nucleus, left	<http://purl.obolibrary.org/obo/HBA_9532>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/DHBA_10395>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus	<http://purl.obolibrary.org/obo/DMBA_16421>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus of the thalamus, left	<http://purl.obolibrary.org/obo/HBA_4397>	OK			
anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002685>	anteroventral nucleus of thalamus	<http://purl.obolibrary.org/obo/MBA_255>	OK			
anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002690>	anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/DHBA_13061>	OK			
anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002690>	anteroventral periventricular nucleus, left	<http://purl.obolibrary.org/obo/HBA_4550>	OK			
anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002690>	anteroventral periventricular nucleus	<http://purl.obolibrary.org/obo/MBA_272>	OK			
anteroventral preoptic nucleus	<http://purl.obolibrary.org/obo/UBERON_0035974>	anteroventral preoptic nucleus	<http://purl.obolibrary.org/obo/MBA_263>	OK			
archicortex	<http://purl.obolibrary.org/obo/UBERON_0002961>	archicortex	<http://purl.obolibrary.org/obo/DHBA_10293>	OK			
arcuate fasciculus	<http://purl.obolibrary.org/obo/UBERON_0035937>	arcuate fasciculus	<http://purl.obolibrary.org/obo/DHBA_10569>	OK			
arcuate fasciculus	<http://purl.obolibrary.org/obo/UBERON_0035937>	arcuate fasciculus	<http://purl.obolibrary.org/obo/HBA_9231>	OK			
arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0001932>	arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/DHBA_10492>	OK			
arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0001932>	arcuate nucleus of the hypothalamus	<http://purl.obolibrary.org/obo/HBA_12913>	OK			
arcuate nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0001932>	arcuate hypothalamic nucleus	<http://purl.obolibrary.org/obo/MBA_223>	OK			
arcuate nucleus of medulla	<http://purl.obolibrary.org/obo/UBERON_0002865>	arcuate nucleus of medulla oblongata	<http://purl.obolibrary.org/obo/DHBA_12536>	OK			
arcuate nucleus of medulla	<http://purl.obolibrary.org/obo/UBERON_0002865>	arcuate nucleus of medulla	<http://purl.obolibrary.org/obo/HBA_9519>	OK			
area X of ventral lateral nucleus	<http://purl.obolibrary.org/obo/UBERON_0002687>	nucleus X (preaccessory cuneate nucleus)	<http://purl.obolibrary.org/obo/DHBA_12653>	OK			
area postrema	<http://purl.obolibrary.org/obo/UBERON_0002162>	area postrema	<http://purl.obolibrary.org/obo/DHBA_12807>	OK			
area postrema	<http://purl.obolibrary.org/obo/UBERON_0002162>	area postrema	<http://purl.obolibrary.org/obo/HBA_9522>	OK			
area postrema	<http://purl.obolibrary.org/obo/UBERON_0002162>	area postrema	<http://purl.obolibrary.org/obo/MBA_207>	OK			
auditory cortex	<http://purl.obolibrary.org/obo/UBERON_0001393>	auditory areas	<http://purl.obolibrary.org/obo/MBA_247>	OK			
auditory radiation	<http://purl.obolibrary.org/obo/UBERON_0022262>	acoustic radiation	<http://purl.obolibrary.org/obo/DHBA_266441583>	OK			
auditory radiation	<http://purl.obolibrary.org/obo/UBERON_0022262>	acoustic radiation	<http://purl.obolibrary.org/obo/HBA_265504974>	OK			
barrel cortex	<http://purl.obolibrary.org/obo/UBERON_0010415>	primary somatosensory area, barrel field	<http://purl.obolibrary.org/obo/MBA_329>	OK			
basal amygdaloid nucleus	<http://purl.obolibrary.org/obo/UBERON_0002887>	basolateral nucleus	<http://purl.obolibrary.org/obo/HBA_4341>	OK			
basal amygdaloid nucleus	<http://purl.obolibrary.org/obo/UBERON_0002887>	basolateral amygdalar nucleus	<http://purl.obolibrary.org/obo/MBA_295>	OK			
basal forebrain	<http://purl.obolibrary.org/obo/UBERON_0002743>	basal forebrain	<http://purl.obolibrary.org/obo/DHBA_10349>	OK			
basal forebrain	<http://purl.obolibrary.org/obo/UBERON_0002743>	basal forebrain	<http://purl.obolibrary.org/obo/HBA_4300>	OK			
basal forebrain	<http://purl.obolibrary.org/obo/UBERON_0002743>	basal forebrain	<http://purl.obolibrary.org/obo/PBA_128012976>	OK			
basal ganglion	<http://purl.obolibrary.org/obo/UBERON_0002420>	basal nuclei (basal ganglia)	<http://purl.obolibrary.org/obo/DHBA_10332>	OK			
basal nucleus of telencephalon	<http://purl.obolibrary.org/obo/UBERON_0010010>	basal nucleus of Meynert	<http://purl.obolibrary.org/obo/DHBA_10353>	gen	basal nucleus of Meynert (http://purl.obolibrary.org/obo/UBERON_0010010)	Add Term	
basal nucleus of telencephalon	<http://purl.obolibrary.org/obo/UBERON_0010010>	basal nucleus of meynert, left	<http://purl.obolibrary.org/obo/HBA_4308>	gen	basal nucleus of Meynert (http://purl.obolibrary.org/obo/UBERON_0010010)	Add Term	
basal nucleus of telencephalon	<http://purl.obolibrary.org/obo/UBERON_0010010>	basal nucleus of Meynert	<http://purl.obolibrary.org/obo/PBA_10141>	gen	basal nucleus of Meynert (http://purl.obolibrary.org/obo/UBERON_0010010)	Add Term	
basal part of pons	<http://purl.obolibrary.org/obo/UBERON_0002567>	basilar part of pons	<http://purl.obolibrary.org/obo/DHBA_12405>	OK			
basal part of pons	<http://purl.obolibrary.org/obo/UBERON_0002567>	basal part of pons	<http://purl.obolibrary.org/obo/HBA_9132>	OK			
basal ventral medial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0034993>	basal ventral medial nucleus of the thalamus, left	<http://purl.obolibrary.org/obo/HBA_4427>	OK			
basolateral amygdaloid nuclear complex	<http://purl.obolibrary.org/obo/UBERON_0006107>	basolateral nuclear group	<http://purl.obolibrary.org/obo/DHBA_10366>	OK			
basolateral amygdaloid nuclear complex	<http://purl.obolibrary.org/obo/UBERON_0006107>	basolateral nuclear complex	<http://purl.obolibrary.org/obo/PBA_128012678>	OK			
bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0001880>	bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/DHBA_10384>	OK			
bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0001880>	bed  nucleus of stria terminalis, left	<http://purl.obolibrary.org/obo/HBA_4313>	OK			
bed nucleus of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0001880>	bed nuclei of the stria terminalis	<http://purl.obolibrary.org/obo/MBA_351>	OK			
bed nucleus of the accessory olfactory tract	<http://purl.obolibrary.org/obo/UBERON_0035977>	bed nucleus of the accessory olfactory tract	<http://purl.obolibrary.org/obo/MBA_292>	OK			
body of caudate nucleus	<http://purl.obolibrary.org/obo/UBERON_0002630>	body of caudate	<http://purl.obolibrary.org/obo/DHBA_10336>	OK			
body of caudate nucleus	<http://purl.obolibrary.org/obo/UBERON_0002630>	body of the caudate nucleus	<http://purl.obolibrary.org/obo/HBA_12899>	OK			
body of corpus callosum	<http://purl.obolibrary.org/obo/UBERON_0015510>	body of corpus callosum	<http://purl.obolibrary.org/obo/DHBA_10564>	OK			
body of corpus callosum	<http://purl.obolibrary.org/obo/UBERON_0015510>	body of the corpus callosum	<http://purl.obolibrary.org/obo/HBA_9224>	OK			
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	column of the fornix	<http://purl.obolibrary.org/obo/DHBA_10577>	Verify	column of fornix (http://purl.obolibrary.org/obo/UBERON_0004680)	Add Term	
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	body of the fornix	<http://purl.obolibrary.org/obo/DHBA_10578>	OK			
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	body of the fornix, left	<http://purl.obolibrary.org/obo/HBA_9252>	OK			
body of fornix	<http://purl.obolibrary.org/obo/UBERON_0004680>	columns of the fornix	http://purl.obolibrary.org/obo/MBA_436	Verify	column of fornix (http://purl.obolibrary.org/obo/UBERON_0004680)	Add Term	Verified
body of lateral ventricle	<http://purl.obolibrary.org/obo/UBERON_0002655>	body of lateral ventricle	<http://purl.obolibrary.org/obo/DHBA_10598>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of inferior colliculus	<http://purl.obolibrary.org/obo/DHBA_12327>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of inferior colliculus	<http://purl.obolibrary.org/obo/DMBA_17753>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of the inferior colliculus	<http://purl.obolibrary.org/obo/HBA_265505386>	OK			
brachium of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0003025>	brachium of the inferior colliculus	<http://purl.obolibrary.org/obo/MBA_482>	OK			
brachium of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002580>	brachium of superior colliculus	<http://purl.obolibrary.org/obo/DHBA_12328>	OK			
brachium of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002580>	brachium of the superior colliculus	<http://purl.obolibrary.org/obo/HBA_265505398>	OK			
brachium of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002580>	brachium of the superior colliculus	<http://purl.obolibrary.org/obo/MBA_916>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	brain	<http://purl.obolibrary.org/obo/DHBA_10155>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	brain	<http://purl.obolibrary.org/obo/HBA_4005>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	basic cell groups and regions	<http://purl.obolibrary.org/obo/MBA_8>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	root	<http://purl.obolibrary.org/obo/MBA_997>	OK			
brain	<http://purl.obolibrary.org/obo/UBERON_0000955>	brain	<http://purl.obolibrary.org/obo/PBA_3999>	OK			
brain commissure	<http://purl.obolibrary.org/obo/UBERON_0005970>	cerebellar commissure	http://purl.obolibrary.org/obo/DMBA_17754	gen	cerebellar commissure (http://purl.obolibrary.org/obo/UBERON_0006847)		Verified 
brain commissure	<http://purl.obolibrary.org/obo/UBERON_0005970>	cerebellar commissure	http://purl.obolibrary.org/obo/MBA_744	gen	cerebellar commissure (http://purl.obolibrary.org/obo/UBERON_0006847)		Verified 
brain commissure	<http://purl.obolibrary.org/obo/UBERON_0005970>	ventral commissure of the spinal cord	http://purl.obolibrary.org/obo/MBA_858	gen	ventral commissure of the spinal cord (http://purl.obolibrary.org/obo/UBERON_0004170)	Add Term	Verified 
brain gray matter	<http://purl.obolibrary.org/obo/UBERON_0003528>	gray matter	<http://purl.obolibrary.org/obo/HBA_4006>	OK			
brain marginal zone	<http://purl.obolibrary.org/obo/UBERON_0010403>	marginal zone	<http://purl.obolibrary.org/obo/DHBA_10508>	OK			
brain ventricle	<http://purl.obolibrary.org/obo/UBERON_0004086>	ventricles	<http://purl.obolibrary.org/obo/HBA_9418>	OK			
brain white matter	<http://purl.obolibrary.org/obo/UBERON_0003544>	medial olfactory tract	http://purl.obolibrary.org/obo/DMBA_17779	gen	medial olfactory stria (http://purl.obolibrary.org/obo/UBERON_0034734)	Add Term	Verified
brain white matter	<http://purl.obolibrary.org/obo/UBERON_0003544>	white matter	<http://purl.obolibrary.org/obo/HBA_9218>	 OK			
brainstem	<http://purl.obolibrary.org/obo/UBERON_0002298>	brain stem	<http://purl.obolibrary.org/obo/MBA_343>	OK			
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	substantia nigra	<http://purl.obolibrary.org/obo/DHBA_12251>	gen	substantia nigra (http://purl.obolibrary.org/obo/UBERON_0002038)		
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	interfascicular nucleus	<http://purl.obolibrary.org/obo/DHBA_12262>	gen	interfascicular linear nucleus (http://purl.obolibrary.org/obo/UBERON_0013736)		
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	subbrachial nucleus	<http://purl.obolibrary.org/obo/DHBA_12290>	gen	subbrachial nucleus (http://purl.obolibrary.org/obo/UBERON_0006119)		
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	nuclei of lateral lemniscus	<http://purl.obolibrary.org/obo/DHBA_12454>	gen	nucleus of lateral lemniscus (http://purl.obolibrary.org/obo/UBERON_0006840)		
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	subcoeruleus nucleus	<http://purl.obolibrary.org/obo/DHBA_12500>	gen	nucleus subceruleus (http://purl.obolibrary.org/obo/UBERON_0002587)		
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	lateral terminal nucleus of accessory optic tract	<http://purl.obolibrary.org/obo/DHBA_13236>	gen	lateral accessory nucleus of optic tract (http://purl.obolibrary.org/obo/UBERON_0013600)		
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	medial preoptic nucleus	http://purl.obolibrary.org/obo/DMBA_15604	gen	medial preoptic nucleus (http://purl.obolibrary.org/obo/UBERON_0002035)		Verified
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	supraoptic nucleus	http://purl.obolibrary.org/obo/DMBA_15633	gen	supraoptic nucleus (http://purl.obolibrary.org/obo/UBERON_0001929)		Verified
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	suprachiasmatic nucleus	http://purl.obolibrary.org/obo/DMBA_15660	gen	suprachiasmatic nucleus (http://purl.obolibrary.org/obo/UBERON_0002034)		Verified
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	anterior hypothalamic nucleus	<http://purl.obolibrary.org/obo/DMBA_15662>	gen	anterior nucleus of hypothalamus (http://purl.obolibrary.org/obo/UBERON_0002634)		Verified
brainstem nucleus	<http://purl.obolibrary.org/obo/UBERON_0006331>	ventromedial hypothalamic nucleus	<http://purl.obolibrary.org/obo/DMBA_15675>	gen	ventromedial nucleus of hypothalamus (http://purl.obolibrary.org/obo/UBERON_0001935)		Verified
